mode,physical_run_id,scenario,metric,complete_trials,predicted_trials,observed_mean,predicted_mean,mape_percent,wape_percent,ratio_error_ci95_low,ratio_error_ci95_high
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-single-768,last_token_latency_ms,26,26,5162.036946769231,28.350583,99.45078141296781,99.45078690268299,-99.45147891076573,-99.45013332589255
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,output_tokens_per_second,26,26,11.821499181407328,1444.6079102573415,12137.25889906878,12120.175191733706,11862.949051402142,12498.666421703881
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,ttft_ms,26,26,405.2817544230769,17.201985500000003,95.63113365565343,95.75554899467724,-96.10631350256016,-95.44703164737564
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,average_tpot_ms,26,26,161.81238993672457,0.8468395868486349,99.47625529433604,99.47665343353509,-99.48790819092653,-99.46868548494788
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,exact_itl_ms,26,26,161.81238993672457,0.8468395868486349,99.47625529433604,99.47665343353509,-99.48790819092653,-99.46868548494788
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,request_latency_ms,26,26,5422.267563057692,43.454012692307685,99.19743342099561,99.19860072954786,-99.22020815245492,-99.18255528743934
sol,5d42d931-e533-4759-a452-534acce69a42,heldout-burst-768,last_token_latency_ms,26,26,5421.465842461538,43.454012692307685,99.19731422212374,99.19848221947706,-99.22009949149749,-99.18242897852619
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,output_tokens_per_second,26,26,5.9508510600283016,797.7973223427995,13316.315097757388,13306.440764440933,13224.856771057584,13452.486623932598
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,ttft_ms,26,26,345.7061449615385,11.599419000000001,96.6446065429318,96.64471714805921,-96.6521679563696,-96.63725793849937
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,average_tpot_ms,26,26,156.30848355641027,0.540357,99.65397203425934,99.65430091335702,-99.65904400017997,-99.65158965452407
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,exact_itl_ms,26,26,156.30848355641027,0.540357,99.65397203425934,99.65430091335702,-99.65904400017997,-99.65158965452407
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,request_latency_ms,26,26,2690.679906653846,19.704774,99.26712390471552,99.2676656204526,-99.27649119020536,-99.2626254511874
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-cold-control,last_token_latency_ms,26,26,2690.3333983076923,19.704774,99.2670296930651,99.26757129757989,-99.27639632555903,-99.26253230667669
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,output_tokens_per_second,26,26,5.95474847872312,851.5070018404327,14209.557930922678,14199.630032787243,14111.70698526414,14352.18967068022
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,ttft_ms,26,26,340.1938625,10.330610999999976,96.96305732186205,96.96331646782723,-96.97522330716018,-96.95433207128599
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,average_tpot_ms,26,26,156.5493011102564,0.5403569999999718,99.6545232804322,99.65483269732427,-99.659450742418,-99.65209929746537
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,exact_itl_ms,26,26,156.5493011102564,0.5403569999999718,99.6545232804322,99.65483269732427,-99.659450742418,-99.65209929746537
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,request_latency_ms,26,26,2688.802158692308,18.435965999999553,99.3138653719232,99.31434278493118,-99.32239229672787,-99.30951776714538
sol,5d42d931-e533-4759-a452-534acce69a42,prefix-reuse-B,last_token_latency_ms,26,26,2688.433379153846,18.435965999999553,99.31377113909134,99.3142487315121,-99.3222980959848,-99.30942038932918
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,output_tokens_per_second,26,26,11.848623883266814,1520.6795527489771,12744.440231518463,12734.229255066088,12619.945299672174,12888.345115053044
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,ttft_ms,26,26,402.4953645,15.567354615384614,96.01425468885493,96.13228971351678,-96.46296821295506,-95.85565952069355
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,average_tpot_ms,26,26,161.36288143796526,0.8271721129032258,99.4872695493127,99.48738389799936,-99.49077183680505,-99.48489983747444
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,exact_itl_ms,26,26,161.36288143796526,0.8271721129032258,99.4872695493127,99.48738389799936,-99.49077183680505,-99.48489983747444
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,request_latency_ms,26,26,5405.452430538461,41.20969011538462,99.23701735681722,99.23762736524019,-99.24735570548819,-99.23031250158714
sol,5d42d931-e533-4759-a452-534acce69a42,engram-repeated-text,last_token_latency_ms,26,26,5404.744689076923,41.20969011538462,99.23691729256171,99.23752753393386,-99.24725992955426,-99.23021077360231
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,output_tokens_per_second,26,26,11.799727415856275,1499.6260535588426,12629.450945401797,12608.988951250436,12461.076378170581,12809.085273041828
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,ttft_ms,26,26,400.83849528846156,15.857201269230767,95.9787006625798,96.043992416991,-96.22575606571232,-95.83409517329049
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,average_tpot_ms,26,26,162.28105378101736,0.8365045161290321,99.4836434059473,99.48453347039649,-99.4942324187345,-99.47842569638976
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,exact_itl_ms,26,26,162.28105378101736,0.8365045161290321,99.4836434059473,99.48453347039649,-99.4942324187345,-99.47842569638976
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,request_latency_ms,26,26,5432.241852057692,41.788841269230765,99.22949075875593,99.2307256855031,-99.24432728162283,-99.22069434373834
sol,5d42d931-e533-4759-a452-534acce69a42,engram-distinct-text,last_token_latency_ms,26,26,5431.5511625,41.788841269230765,99.22939246739826,99.23062786266757,-99.24423213219008,-99.2205915908469
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,output_tokens_per_second,73,73,5.516440265061164,5.891819773483683,6.810288001389456,6.804741651967424,6.6356103110235685,6.993370733143051
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,ttft_ms,73,73,342.6378472876712,323.282127,5.642038423530095,5.649031606079582,-5.849173342564802,-5.470823914737108
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,average_tpot_ms,73,73,158.18637189432485,147.752121,6.590596547548178,6.596175618273476,-6.77302013405799,-6.432033283098106
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,exact_itl_ms,73,73,158.18637189432485,147.752121,6.59059654754818,6.596175618273476,-6.77302013405799,-6.432033283098106
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,request_latency_ms,73,73,1450.285919890411,1357.546974,6.3896651364307315,6.394528459423963,-6.563074432309243,-6.24448363994784
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,short,last_token_latency_ms,73,73,1449.9424505479453,1357.546974,6.367578423807013,6.37235474504717,-6.537592051236889,-6.223403647085213
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,output_tokens_per_second,73,73,5.847020223604452,6.290245898024012,7.677625303011439,7.580368417920907,7.158526568669227,8.345568542871991
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,ttft_ms,73,73,348.73019160273975,332.86582,4.540940191985364,4.549182142741402,-4.770501548476078,-4.355152182015981
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,average_tpot_ms,73,73,159.32192700821918,147.3644445333333,7.39863441453676,7.505233397201498,-8.421960373453937,-7.001496645710406
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,exact_itl_ms,73,73,159.32192700821918,147.3644445333333,7.398634414536759,7.505233397201495,-8.421960373453926,-7.001496645710406
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,request_latency_ms,73,73,2738.9104592054796,2543.3324879999996,7.0567719207110935,7.140721616077012,-7.950941114869245,-6.692594656040704
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-127,last_token_latency_ms,73,73,2738.5590967260273,2543.3324879999996,7.044836183147742,7.128807589342254,-7.939391230661998,-6.680651205804363
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,output_tokens_per_second,73,73,5.842193258707215,6.295386461268474,7.817101537674821,7.75724428297232,7.317938546373685,8.410563776109898
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,ttft_ms,73,73,354.2521514383562,331.112659,5.748751482538505,6.531927144098854,-9.468545120776213,-4.94076189168933
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,average_tpot_ms,73,73,159.04128907123288,147.34264973333333,7.3177927956230056,7.355724671383825,-7.904148258438108,-7.0344939041796835
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,exact_itl_ms,73,73,159.04128907123288,147.34264973333333,7.3177927956230056,7.355724671383825,-7.904148258438108,-7.0344939041796835
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,request_latency_ms,73,73,2740.2189336849315,2541.2524049999997,7.209452067721906,7.260971969760451,-7.889116071658133,-6.831948013999283
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-128,last_token_latency_ms,73,73,2739.8714875068495,2541.2524049999997,7.1976886198498615,7.249211629541909,-7.877594762813888,-6.820068335346505
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,output_tokens_per_second,73,73,5.8430110603309355,6.296631970055279,7.817597347031133,7.7634785394134,7.347881408020483,8.368489626019397
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,ttft_ms,73,73,348.6857215479452,330.080979,5.330916264156707,5.335676627466088,-5.494067377940906,-5.186311389024669
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,average_tpot_ms,73,73,159.37699950776255,147.37760526666668,7.469768170819014,7.528937223160258,-8.188853704103776,-7.072365518363622
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,exact_itl_ms,73,73,159.37699950776255,147.37760526666668,7.469768170819015,7.52893722316026,-8.188853704103776,-7.072365518363622
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,request_latency_ms,73,73,2739.6894793561646,2540.7450580000004,7.214990778905211,7.261568249074591,-7.842653968506768,-6.8570842827062615
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,boundary-129,last_token_latency_ms,73,73,2739.3407141643834,2540.7450580000004,7.203179274764115,7.24976105153694,-7.830798555782079,-6.845025257735294
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,output_tokens_per_second,73,73,6.040540295495907,6.525840250004741,8.111629086236432,8.034048789819279,7.485828438172422,8.709560632086546
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,ttft_ms,73,73,361.0095478493151,333.398732,5.99321906318059,7.648223160247217,-11.98933049154891,-4.483307546656271
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,average_tpot_ms,73,73,159.3551439385771,147.41547748387097,7.436396072439053,7.49248888966411,-8.124306226805924,-7.047666533209356
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,exact_itl_ms,73,73,159.3551439385771,147.41547748387097,7.436396072439052,7.49248888966411,-8.124306226805924,-7.047666533209356
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,request_latency_ms,73,73,5301.343674780822,4903.278534,7.4423388604153216,7.508759386313115,-8.149475864158727,-6.9813459014044685
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-192,last_token_latency_ms,73,73,5301.019009945206,4903.278534,7.436677653388498,7.50309469177543,-8.143942293758608,-6.975588964595481
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,output_tokens_per_second,73,73,11.651816412728344,11.960589796938716,2.7543485585106695,2.6500021393494566,2.02151500227149,3.448832290780214
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,ttft_ms,73,73,391.84845381506847,501.85801580136985,29.761347474342475,28.07451730770895,24.61856873617087,31.66639132195764
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,average_tpot_ms,73,73,164.69228943570482,154.0228950483871,6.391382360412251,6.4783812429075445,-7.26865828631137,-5.898545168989517
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,exact_itl_ms,73,73,164.69228943570482,154.0228950483871,6.391382360412252,6.478381242907544,-7.268658286311379,-5.898545168989517
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,request_latency_ms,73,73,5497.984573513699,5276.567762301371,3.929668075283814,4.0272359489510725,-4.862549170353169,-3.3736459260544245
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-192,last_token_latency_ms,73,73,5497.309426321918,5276.567762301371,3.9178675726659318,4.015449138875171,-4.8509484699748135,-3.3616986973076144
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,output_tokens_per_second,73,73,6.055622761637232,6.519188687442999,7.678211024527201,7.6551321648119774,7.363036551800739,8.057838686659442
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,ttft_ms,73,73,352.5339959726027,333.291017,5.45478215525591,5.458474698167323,-5.594518954654767,-5.326622368260893
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,average_tpot_ms,73,73,159.11595712593902,147.57950370967743,7.227770879022882,7.250343475689602,-7.646916633788099,-6.962055677623298
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,exact_itl_ms,73,73,159.11595712593902,147.57950370967743,7.227770879022881,7.250343475689602,-7.646916633788099,-6.962055677623298
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,request_latency_ms,73,73,5285.477881958904,4908.255632,7.117048359145818,7.1369563620063365,-7.50829639086323,-6.865666553555202
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-384,last_token_latency_ms,73,73,5285.1286668767125,4908.255632,7.110913211498317,7.130820432786702,-7.502161847381259,-6.859599584198559
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,output_tokens_per_second,73,73,11.628147668514954,11.929547886187365,2.6703335834896684,2.5926450973839934,2.0103032548221518,3.268241962157226
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,ttft_ms,73,73,400.9493022260274,501.8489315479452,27.057705548693942,25.1651839177008,21.71349223315174,28.81422986505878
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,average_tpot_ms,73,73,164.71225943725145,154.4682353870968,6.162004931842823,6.219345229768518,-6.841132790302982,-5.7279812738259395
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,exact_itl_ms,73,73,164.71225943725145,154.4682353870968,6.162004931842823,6.219345229768516,-6.841132790302982,-5.7279812738259395
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,request_latency_ms,73,73,5507.729170671233,5290.3642285479455,3.8737889462863766,3.9465437640027754,-4.63603021931514,-3.360028264909595
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-384,last_token_latency_ms,73,73,5507.029344780822,5290.3642285479455,3.861568017910732,3.934337419832645,-4.623794534621695,-3.3476144063512154
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,output_tokens_per_second,73,73,6.049842570972655,6.454452165589112,6.767041225014695,6.687935923453408,6.2502318703531055,7.414936827108668
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,ttft_ms,73,73,353.0866392739726,378.983054,7.338018246408337,7.334294715675559,7.185993680340653,7.476636659583627
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,average_tpot_ms,73,73,159.35093996774194,147.69237667741933,7.2386311086366995,7.316281468237781,-8.14101236303664,-6.835012080088617
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,exact_itl_ms,73,73,159.35093996774194,147.69237667741933,7.238631108636697,7.316281468237778,-8.14101236303664,-6.835012080088617
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,request_latency_ms,73,73,5293.31575509589,4957.446730999999,6.275711635834316,6.3451537681754395,-7.125075845065045,-5.890996540521899
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-single-768,last_token_latency_ms,73,73,5292.965778273972,4957.446730999999,6.269527070344507,6.338961204910444,-7.118877909971585,-5.8847936133658845
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,output_tokens_per_second,73,73,11.60727303231509,11.671868540137943,2.008277682455543,1.9524724231892778,-0.007268334254962025,1.2273489063737433
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,ttft_ms,73,73,407.44341688356167,570.7581518150685,42.159979465991526,40.08280123425791,36.34002224836208,44.072404553842745
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,average_tpot_ms,73,73,164.83073771807335,156.06161266129033,5.249965312134435,5.3200787536252765,-6.039371450837853,-4.815848201944015
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,exact_itl_ms,73,73,164.83073771807335,156.06161266129033,5.249965312134436,5.320078753625278,-6.039371450837853,-4.815848201944015
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,request_latency_ms,73,73,5517.978157534247,5408.668144315068,2.0058882923137156,2.0837986118081444,-2.712489672435306,-1.3812751550358537
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,heldout-burst-768,last_token_latency_ms,73,73,5517.196286143836,5408.668144315068,1.9986522324814835,2.076435820869106,-2.699034316987304,-1.3675199974970402
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,output_tokens_per_second,73,73,5.832014851865494,6.166315032769312,5.835113722158412,5.732155856854249,5.301068188997081,6.481246239224304
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,ttft_ms,73,73,354.7408910136986,378.98305400000004,6.8648718068042305,6.848318118305299,6.486226180523157,7.123503124570131
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,average_tpot_ms,73,73,159.40252762009132,147.6922612,7.233066581858836,7.346349267434926,-8.269999815488921,-6.828299404394889
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,exact_itl_ms,73,73,159.40252762009132,147.6922612,7.233066581858835,7.346349267434926,-8.269999815488921,-6.828299404394889
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,request_latency_ms,73,73,2746.149015219178,2594.3669720000003,5.435083050666812,5.527086927111416,-6.360673664377508,-5.050124736757293
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-cold-control,last_token_latency_ms,73,73,2745.7788053150684,2594.3669720000003,5.422330249128995,5.514349263020641,-6.347979595127441,-5.03745669882661
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,output_tokens_per_second,73,73,5.837945452441894,6.284322506579112,7.716458337793341,7.646132663855365,7.168896773984398,8.322742762022536
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,ttft_ms,73,73,349.0343407945206,330.2613750000001,5.373307119049822,5.378544057237126,-5.54328324675942,-5.219962246320766
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,average_tpot_ms,73,73,159.53883205296805,147.69226120000002,7.34938335323038,7.4255093261776315,-8.16755346146472,-6.892189285279608
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,exact_itl_ms,73,73,159.53883205296805,147.69226120000002,7.3493833532303805,7.425509326177632,-8.16755346146472,-6.892189285279608
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,request_latency_ms,73,73,2742.480885643836,2545.6452930000005,7.116635238753331,7.177282207296953,-7.8365663434080215,-6.705846753820789
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,prefix-reuse-B,last_token_latency_ms,73,73,2742.116821589041,2545.6452930000005,7.104306869593717,7.164958365092055,-7.82420068673837,-6.693135274801909
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,output_tokens_per_second,73,73,11.588216189282027,11.939123281504934,3.066363301049664,3.028137260223548,2.5862188294082555,3.484853870444829
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,ttft_ms,73,73,416.0428120342466,499.7020419931507,21.933440369312116,20.108322398325136,16.937874294955968,23.539197339364243
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,average_tpot_ms,73,73,164.7679743150685,154.39891211290325,6.27262878375628,6.293129623805159,-6.648205345786337,-5.998329187433057
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,exact_itl_ms,73,73,164.7679743150685,154.39891211290325,6.272628783756281,6.293129623805159,-6.648205345786337,-5.998329187433057
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,request_latency_ms,73,73,5524.566503609589,5286.068317493151,4.281543748538502,4.317047970381213,-4.741485868008478,-3.901966381925416
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-repeated-text,last_token_latency_ms,73,73,5523.85001580137,5286.068317493151,4.2691259819336755,4.304637121356071,-4.729184864911218,-3.889351123955666
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,output_tokens_per_second,73,73,11.616419724151624,11.929571190128234,2.796544340361237,2.6957657644337565,2.085945342528119,3.4662268148244766
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,ttft_ms,73,73,404.0853705,501.85024729452056,26.14107771397977,24.194114395566952,20.625833070438215,27.858396353441822
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,average_tpot_ms,73,73,164.83082649381353,154.4682353870968,6.209939546357295,6.286804068840643,-7.073725101408225,-5.7673742944271185
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,exact_itl_ms,73,73,164.83082649381353,154.4682353870968,6.209939546357295,6.2868040688406435,-7.073725101408225,-5.7673742944271185
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,request_latency_ms,73,73,5514.533758315069,5290.365544294521,3.970894179338101,4.065043825011253,-4.901899243239978,-3.4308026836963363
hybrid,c8bd9839-4f15-4c4e-814d-2827d57279c5,engram-distinct-text,last_token_latency_ms,73,73,5513.840991808219,5290.365544294521,3.9588235392722684,4.052990426196738,-4.8897445836075315,-3.418306434747964
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,output_tokens_per_second,26,26,5.628123490268648,5.891945277760648,4.690908553883016,4.687562167890641,4.467557023479313,4.921699810173159
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,ttft_ms,26,26,335.5257681153846,323.282127,3.637468327154626,3.6490911515249476,-4.121323433793356,-3.314520135876417
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,average_tpot_ms,26,26,155.09016617582418,147.752121,4.728822373722926,4.731470316116053,-4.9193769820335,-4.536786317557365
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,exact_itl_ms,26,26,155.09016617582418,147.752121,4.728822373722927,4.731470316116055,-4.9193769820335,-4.536786317557365
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,request_latency_ms,26,26,1421.4783736153845,1357.546974,4.494474831093476,4.497528826469702,-4.712853136912156,-4.2953758823177495
hybrid,5d42d931-e533-4759-a452-534acce69a42,short,last_token_latency_ms,26,26,1421.156931346154,1357.546974,4.472884193647635,4.4759277419067995,-4.69012735894318,-4.274105962502544
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,output_tokens_per_second,26,26,5.955902801573915,6.290305919816353,5.695483761641032,5.614650362562473,4.964645664251999,6.793915502869067
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,ttft_ms,26,26,340.9909111538461,332.86582,2.377020945292656,2.3827881882107738,-2.68934721115267,-2.1150728549669546
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,average_tpot_ms,26,26,156.47524256153847,147.3644445333333,5.728465553946255,5.822517274336262,-7.155701689763651,-5.079074376278951
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,exact_itl_ms,26,26,156.47524256153847,147.3644445333333,5.728465553946253,5.822517274336261,-7.155701689763629,-5.079074376278951
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,request_latency_ms,26,26,2688.466616730769,2543.3324879999996,5.325993183667792,5.398398024642599,-6.5640276479434005,-4.740820437750059
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-127,last_token_latency_ms,26,26,2688.119549576923,2543.3324879999996,5.313783410198786,5.3861838696761515,-6.551234751797218,-4.728896604257685
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,output_tokens_per_second,26,26,5.99701774745756,6.295440101649363,4.978146264114103,4.976179273745173,4.811977552853968,5.15304779151997
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,ttft_ms,26,26,341.2049388076923,331.112659,2.951886275306981,2.957835206887335,-3.2610339263585946,-2.67434927377949
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,average_tpot_ms,26,26,155.0998859025641,147.34264973333333,4.999400713494114,5.001445438911524,-5.170467670779039,-4.838571314363414
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,exact_itl_ms,26,26,155.0998859025641,147.34264973333333,4.999400713494112,5.001445438911523,-5.170467670779039,-4.838571314363414
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,request_latency_ms,26,26,2668.0427374615383,2541.2524049999997,4.75040141528621,4.752185213576114,-4.912244000461266,-4.602430644672956
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-128,last_token_latency_ms,26,26,2667.7032273461537,2541.2524049999997,4.73828249360021,4.740063326757225,-4.900092880832426,-4.590327389543232
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,output_tokens_per_second,26,26,5.988693022992864,6.296682308255815,5.1464625153846715,5.142846428769399,4.91123444943197,5.3836667415272785
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,ttft_ms,26,26,342.3167595,330.080979,3.546716758954139,3.5744029938446467,-4.307637140698318,-3.061542228738599
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,average_tpot_ms,26,26,155.2759312102564,147.37760526666668,5.083311889001897,5.0866389156570255,-5.309320484918822,-4.870006988003692
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,exact_itl_ms,26,26,155.2759312102564,147.37760526666668,5.083311889001896,5.086638915657025,-5.309320484918822,-4.870006988003692
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,request_latency_ms,26,26,2671.793450730769,2540.745058,4.901611237198739,4.904884870307833,-5.122393035799842,-4.6939112544800246
hybrid,5d42d931-e533-4759-a452-534acce69a42,boundary-129,last_token_latency_ms,26,26,2671.455727653846,2540.745058,4.889593646727681,4.8928630297249995,-5.110693656920504,-4.682059734291844
