mode,scenario,metric,unit,observed_trials,predicted_trials,all_observed_mean,matched_observed_mean,predicted_mean,ratio_error_percent,mape_percent,wape_percent,ratio_error_ci95_low,ratio_error_ci95_high
silicon,heldout-single-768,request_latency_ms,ms,40,40,5185.582011475,5185.582011475,4632.093527,-10.673603912737361,10.671865286638367,10.67360391273736,-10.797608266895413,-10.54846642271336
silicon,heldout-single-768,last_token_latency_ms,ms,40,40,5185.208202075,5185.208202075,4632.093527,-10.667164239492966,10.665425474515379,10.667164239492962,-10.7910956206416,-10.541960865089477
silicon,heldout-single-768,exact_itl_ms,ms,40,40,155.9138934217742,155.9138934217742,134.85214874193548,-13.50857464822781,13.506779128549878,13.508574648227807,-13.632053407737557,-13.382848200076655
silicon,heldout-burst-768,ttft_ms,ms,40,40,411.093695025,411.093695025,679.7622178875,65.35457150374475,67.88294933582355,65.35457150374474,59.500568288880395,71.91888496619282
silicon,heldout-burst-768,average_tpot_ms,ms,40,40,161.9424110794355,161.9424110794355,144.48533508064517,-10.779804921039071,10.759220796500173,10.779804921039075,-11.271712021529323,-10.407920238814842
silicon,heldout-burst-768,output_tokens_per_second,tokens/s,40,40,11.785644080682724,11.785644080682724,12.244136962447973,3.8902658066582996,3.92985275000013,3.890265806658301,3.282978199868465,4.525392550924678
silicon,heldout-burst-768,request_latency_ms,ms,40,40,5432.0789049875,5432.0789049875,5158.8076053875,-5.0306945900416515,4.9945057951200935,5.030694590041651,-5.610280981889183,-4.466826981030836
silicon,heldout-burst-768,last_token_latency_ms,ms,40,40,5431.3084384875,5431.3084384875,5158.8076053875,-5.017222575116453,4.981023624127054,5.0172225751164525,-5.596801350010547,-4.452844390672824
silicon,heldout-burst-768,exact_itl_ms,ms,40,40,161.9424110794355,161.9424110794355,144.48533508064517,-10.779804921039071,10.759220796500173,10.779804921039075,-11.271712021529323,-10.407920238814842
silicon,prefix-cold-control,ttft_ms,ms,40,40,351.3563566,351.3563566,451.676916,28.552367849775216,28.557344699070537,28.55236784977523,28.294853676948417,28.789207655232133
silicon,prefix-cold-control,average_tpot_ms,ms,40,40,155.8101294,155.8101294,134.84463766666664,-13.455795084740718,13.453167358075605,13.45579508474073,-13.607102508305884,-13.312847123303783
silicon,prefix-cold-control,output_tokens_per_second,tokens/s,40,40,5.9505933733381955,5.9505933733381955,6.465383354807198,8.651069719795235,8.65383232130788,8.651069719795242,8.489864262791855,8.82563643872171
silicon,prefix-cold-control,request_latency_ms,ms,40,40,2688.875837425,2688.875837425,2474.3464809999996,-7.978403221118768,7.976063917617006,7.978403221118774,-8.125978686595284,-7.8407997623651635
silicon,prefix-cold-control,last_token_latency_ms,ms,40,40,2688.5082976,2688.5082976,2474.3464809999996,-7.9658231589309185,7.9634853158269525,7.965823158930933,-8.113389600276719,-7.8281926615078
silicon,prefix-cold-control,exact_itl_ms,ms,40,40,155.8101294,155.8101294,134.84463766666664,-13.455795084740718,13.453167358075605,13.45579508474073,-13.607102508305884,-13.312847123303783
silicon,prefix-reuse-B,ttft_ms,ms,40,40,345.899908475,345.899908475,339.80780999999996,-1.7612315949601887,1.7567340050447913,1.7612315949601807,-1.9830115635776429,-1.565531437750634
silicon,prefix-reuse-B,average_tpot_ms,ms,40,40,156.87789365333333,156.87789365333333,134.84463766666667,-14.044844352229424,13.9886098433366,14.044844352229426,-14.849000320713074,-13.574543411561525
silicon,prefix-reuse-B,output_tokens_per_second,tokens/s,40,40,5.930160978113707,5.930160978113707,6.771511841528986,14.187656397868986,14.245368895117396,14.187656397868974,13.69611278769668,15.0249567844841
silicon,prefix-reuse-B,request_latency_ms,ms,40,40,2699.435448325,2699.435448325,2362.477375,-12.48253865578014,12.438305369365604,12.482538655780143,-13.195926096455539,-12.060957488934697
silicon,prefix-reuse-B,last_token_latency_ms,ms,40,40,2699.068313275,2699.068313275,2362.477375,-12.470634278485038,12.42638771017429,12.470634278485038,-13.184179927028156,-12.048839538699442
silicon,prefix-reuse-B,exact_itl_ms,ms,40,40,156.87789365333333,156.87789365333333,134.84463766666667,-14.044844352229424,13.988609843336599,14.044844352229424,-14.849000320713063,-13.574543411561525
silicon,engram-distinct-text,ttft_ms,ms,40,40,395.2321073875,395.2321073875,530.413587375,34.20306130517963,36.336391382845896,34.203061305179624,28.906370147428216,39.84270497443242
silicon,engram-distinct-text,average_tpot_ms,ms,40,40,161.77263632379032,161.77263632379032,142.92020587096778,-11.65365841914644,11.616969477597499,11.65365841914645,-12.296589941470137,-11.150773445983708
silicon,engram-distinct-text,output_tokens_per_second,tokens/s,40,40,11.834641707577067,11.834641707577067,12.72639073298726,7.535074127670938,7.601722031278672,7.53507412767093,6.762008031192007,8.43103148913408
silicon,engram-distinct-text,request_latency_ms,ms,40,40,5410.8734511,5410.8734511,4960.939969375,-8.315357692084469,8.258525637959007,8.315357692084458,-9.106968171872882,-7.626514675445128
silicon,engram-distinct-text,last_token_latency_ms,ms,40,40,5410.183833425,5410.183833425,4960.939969375,-8.303670963535426,8.246827371306303,8.303670963535426,-9.095247707351044,-7.614806094324413
silicon,engram-distinct-text,exact_itl_ms,ms,40,40,161.77263632379032,161.77263632379032,142.92020587096778,-11.65365841914644,11.616969477597499,11.65365841914645,-12.296589941470137,-11.150773445983708
silicon,heterogeneous,ttft_ms,ms,40,0,463.67086240000003,,,,,,,
silicon,heterogeneous,average_tpot_ms,ms,40,0,162.7488646153226,,,,,,,
silicon,heterogeneous,output_tokens_per_second,tokens/s,40,0,17.425446616840897,,,,,,,
silicon,heterogeneous,request_latency_ms,ms,40,0,5509.9467989,,,,,,,
silicon,heterogeneous,last_token_latency_ms,ms,40,0,5508.885665475,,,,,,,
silicon,heterogeneous,exact_itl_ms,ms,40,0,162.7488646153226,,,,,,,
silicon,engram-repeated-text,ttft_ms,ms,40,0,401.7022476,,,,,,,
silicon,engram-repeated-text,average_tpot_ms,ms,40,0,161.70488252661292,,,,,,,
silicon,engram-repeated-text,output_tokens_per_second,tokens/s,40,0,11.822310618771601,,,,,,,
silicon,engram-repeated-text,request_latency_ms,ms,40,0,5415.295548875,,,,,,,
silicon,engram-repeated-text,last_token_latency_ms,ms,40,0,5414.553605925,,,,,,,
silicon,engram-repeated-text,exact_itl_ms,ms,40,0,161.70488252661292,,,,,,,
sol,short,ttft_ms,ms,40,40,349.78538815,349.78538815,5.3021069999999995,-98.48418282191757,98.46104119410226,98.48418282191759,-98.56715926058838,-98.43773581331962
sol,short,average_tpot_ms,ms,40,40,156.99100392857142,156.99100392857142,0.5394932857142856,-99.65635401251414,99.6554924555495,99.65635401251416,-99.6630312159489,-99.65268309408123
sol,short,output_tokens_per_second,tokens/s,40,40,5.536777078607107,5.536777078607107,856.6150133199853,15371.365401900646,15416.24445058435,15371.365401900644,15192.524893700067,15639.531997038517
sol,short,request_latency_ms,ms,40,40,1449.0490845,1449.0490845,9.07856,-99.37348154061098,99.37167546356551,99.373481540611,-99.38637108729868,-99.36439903248616
sol,short,last_token_latency_ms,ms,40,40,1448.72241565,1448.72241565,9.07856,-99.3733402685064,99.37153380965051,99.3733402685064,-99.38623263762054,-99.36426054784505
sol,short,exact_itl_ms,ms,40,40,156.99100392857142,156.99100392857142,0.5394932857142856,-99.65635401251414,99.6554924555495,99.65635401251416,-99.6630312159489,-99.65268309408123
sol,boundary-127,ttft_ms,ms,40,40,346.314633075,346.314633075,9.9327,-97.13188555972772,97.13155219671249,97.13188555972773,-97.14210625178933,-97.1227814113635
sol,boundary-127,average_tpot_ms,ms,40,40,156.81919501833335,156.81919501833335,0.539838333333333,-99.65575748984669,99.65545364772905,99.65575748984669,-99.65961106347159,-99.65309651224119
sol,boundary-127,output_tokens_per_second,tokens/s,40,40,5.932314583909938,5.932314583909938,873.6100195934134,14626.29286995135,14636.43002212105,14626.292869951352,14537.34987939159,14758.993451752363
sol,boundary-127,request_latency_ms,ms,40,40,2698.9491242,2698.9491242,18.030274999999996,-99.33195202390692,99.33149210415996,99.33195202390692,-99.33854111203553,-99.32744345960923
sol,boundary-127,last_token_latency_ms,ms,40,40,2698.60255835,2698.60255835,18.030274999999996,-99.33186623038614,99.33140613333674,99.33186623038614,-99.33845577414905,-99.32735942349444
sol,boundary-127,exact_itl_ms,ms,40,40,156.81919501833335,156.81919501833335,0.539838333333333,-99.65575748984669,99.65545364772905,99.65575748984669,-99.65961106347159,-99.65309651224119
sol,boundary-128,ttft_ms,ms,40,40,345.394471575,345.394471575,9.936998999999998,-97.12299998471681,97.12290258154782,97.12299998471681,-97.12830182508287,-97.11800398303876
sol,boundary-128,average_tpot_ms,ms,40,40,156.33202204166668,156.33202204166668,0.5398393999999997,-99.65468405452076,99.65445967098431,99.65468405452076,-99.65789909765567,-99.65280816234308
sol,boundary-128,output_tokens_per_second,tokens/s,40,40,5.949363730889907,5.949363730889907,873.0719964931536,14575.048223393116,14582.441771921203,14575.048223393114,14512.577372342841,14683.050734163715
sol,boundary-128,request_latency_ms,ms,40,40,2690.7262201,2690.7262201,18.034589999999994,-99.32975009254827,99.32941040220331,99.32975009254824,-99.3352362255008,-99.32653109175668
sol,boundary-128,last_token_latency_ms,ms,40,40,2690.3748022,2690.3748022,18.034589999999994,-99.32966254422051,99.32932280716707,99.3296625442205,-99.33514946011684,-99.32644208842194
sol,boundary-128,exact_itl_ms,ms,40,40,156.33202204166668,156.33202204166668,0.5398393999999997,-99.65468405452076,99.65445967098431,99.65468405452076,-99.65789909765567,-99.65280816234308
sol,boundary-129,ttft_ms,ms,40,40,344.770812,344.770812,9.941292999999998,-97.11655028384479,97.11649082594452,97.1165502838448,-97.12060640858303,-97.11253147540393
sol,boundary-129,average_tpot_ms,ms,40,40,157.591647425,157.591647425,0.5398406,-99.65744339321225,99.65682877552199,99.65744339321225,-99.66252013358304,-99.65306523281771
sol,boundary-129,output_tokens_per_second,tokens/s,40,40,5.914472996075211,5.914472996075211,873.0000663756759,14660.403284535929,14680.844904970429,14660.403284535927,14518.458629447137,14833.993758467477
sol,boundary-129,request_latency_ms,ms,40,40,2708.997087675,2708.997087675,18.038901999999997,-99.33411142883575,99.33318375776345,99.33411142883577,-99.3428057739379,-99.32668583208532
sol,boundary-129,last_token_latency_ms,ms,40,40,2708.645523375,2708.645523375,18.038901999999997,-99.33402500089701,99.33309732788568,99.33402500089703,-99.34272024564352,-99.32659885693603
sol,boundary-129,exact_itl_ms,ms,40,40,157.591647425,157.591647425,0.5398406,-99.65744339321225,99.65682877552199,99.65744339321225,-99.66252013358304,-99.65306523281771
sol,heldout-single-192,ttft_ms,ms,40,40,347.369157325,347.369157325,10.214057,-97.0595958839133,97.0593113484751,97.05959588391327,-97.06946494485022,-97.05126679130764
sol,heldout-single-192,average_tpot_ms,ms,40,40,157.4888663233871,157.4888663233871,0.5399190322580646,-99.65717003057892,99.6569701220214,99.65717003057894,-99.66001692362053,-99.65482473202475
sol,heldout-single-192,output_tokens_per_second,tokens/s,40,40,6.121848191383893,6.121848191383893,1173.8926313278553,19075.461308890895,19085.374354875697,19075.461308890888,18959.42811740833,19218.84466415912
sol,heldout-single-192,request_latency_ms,ms,40,40,5229.874976925,5229.874976925,26.951547000000005,-99.48466173438344,99.48439600232204,99.48466173438345,-99.48869410144216,-99.48135368414994
sol,heldout-single-192,last_token_latency_ms,ms,40,40,5229.52401335,5229.52401335,26.951547000000005,-99.48462714902546,99.48436144812592,99.48462714902546,-99.48865899019032,-99.48132009719717
sol,heldout-single-192,exact_itl_ms,ms,40,40,157.4888663233871,157.4888663233871,0.5399190322580646,-99.65717003057892,99.6569701220214,99.65717003057892,-99.66001692362053,-99.65482473202475
sol,heldout-burst-192,ttft_ms,ms,40,40,399.36528661250003,399.36528661250003,15.331428550000002,-96.16105128213711,96.10597976484632,96.16105128213711,-96.29885511299203,-96.01478767666276
sol,heldout-burst-192,average_tpot_ms,ms,40,40,162.36028001612902,162.36028001612902,0.8304867580645159,-99.48849142291328,99.48822433514547,99.48849142291327,-99.49251288823758,-99.48514149051277
sol,heldout-burst-192,output_tokens_per_second,tokens/s,40,40,11.786778439855125,11.786778439855125,1524.6086846136834,12834.905770846259,12843.775347347018,12834.90577084626,12739.587114858696,12946.040619054027
sol,heldout-burst-192,request_latency_ms,ms,40,40,5433.213799475,5433.213799475,41.07651805,-99.2439738326887,99.24345595448223,99.24397383268867,-99.25064861805492,-99.23808493552978
sol,heldout-burst-192,last_token_latency_ms,ms,40,40,5432.5339671125,5432.5339671125,41.07651805,-99.24387922286967,99.24336141176204,99.24387922286967,-99.25055367757452,-99.23798954056649
sol,heldout-burst-192,exact_itl_ms,ms,40,40,162.36028001612902,162.36028001612902,0.8304867580645159,-99.48849142291328,99.48822433514547,99.48849142291327,-99.49251288823758,-99.48514149051277
sol,heldout-single-384,ttft_ms,ms,40,40,351.237471625,351.237471625,11.074073000000002,-96.84712654695815,96.8469920664762,96.84712654695815,-96.85354552666833,-96.84061177303569
sol,heldout-single-384,average_tpot_ms,ms,40,40,156.5460212766129,156.5460212766129,0.5401313548387093,-99.65496960546554,99.65486392019474,99.65496960546555,-99.65711562933957,-99.6533758315688
sol,heldout-single-384,output_tokens_per_second,tokens/s,40,40,6.150156985343514,6.150156985343514,1136.9467869172859,18386.46773776267,18391.374544768034,18386.46773776267,18312.26135017109,18487.197940759754
sol,heldout-single-384,request_latency_ms,ms,40,40,5204.51660595,5204.51660595,27.81814499999999,-99.46549992811634,99.46535637877797,99.46549992811633,-99.468581601707,-99.46319134581206
sol,heldout-single-384,last_token_latency_ms,ms,40,40,5204.1641312,5204.1641312,27.81814499999999,-99.46546372676403,99.46532018506946,99.46546372676401,-99.4685451721318,-99.46315498839176
sol,heldout-single-384,exact_itl_ms,ms,40,40,156.5460212766129,156.5460212766129,0.5401313548387093,-99.65496960546554,99.65486392019474,99.65496960546555,-99.65711562933957,-99.6533758315688
sol,heldout-burst-384,ttft_ms,ms,40,40,390.96001851249997,390.96001851249997,16.62257375,-95.74826760719817,95.68651600150274,95.74826760719817,-95.90778947182952,-95.57452640183836
sol,heldout-burst-384,average_tpot_ms,ms,40,40,161.72703202459678,161.72703202459678,0.8447757903225804,-99.47765331512787,99.47742638648128,99.47765331512787,-99.48155215248532,-99.47460736544163
sol,heldout-burst-384,output_tokens_per_second,tokens/s,40,40,11.847185466953945,11.847185466953945,1463.1969921043858,12250.587371032281,12258.241843810485,12250.587371032281,12162.209628943463,12349.028524715615
sol,heldout-burst-384,request_latency_ms,ms,40,40,5405.1905014125,5405.1905014125,42.81062324999999,-99.207971981028,99.20747684801752,99.20797198102801,-99.2146151124391,-99.20197668829233
sol,heldout-burst-384,last_token_latency_ms,ms,40,40,5404.498011275,5404.498011275,42.81062324999999,-99.20787049674757,99.20737522760254,99.20787049674756,-99.21451668213822,-99.20187355057334
sol,heldout-burst-384,exact_itl_ms,ms,40,40,161.72703202459678,161.72703202459678,0.8447757903225804,-99.47765331512787,99.47742638648128,99.47765331512787,-99.48155215248532,-99.47460736544163
sol,heldout-single-768,ttft_ms,ms,40,40,351.877506,351.877506,12.993424000000001,-96.30740136029043,96.30715967150444,96.30740136029041,-96.31660035573493,-96.2981936655075
sol,heldout-single-768,average_tpot_ms,ms,40,40,155.9138934217742,155.9138934217742,0.5403601290322582,-99.65342400399784,99.6534168092497,99.65342400399786,-99.65391879031785,-99.65292021106328
sol,heldout-single-768,output_tokens_per_second,tokens/s,40,40,6.171076413215031,6.171076413215031,1062.5695909622973,17118.54535275015,17118.876519640668,17118.545352750145,17094.274085819732,17142.539409223005
sol,heldout-single-768,request_latency_ms,ms,40,40,5185.582011475,5185.582011475,29.744588000000004,-99.4263982724759,99.42638710803875,99.4263982724759,-99.42719455571222,-99.4255947129056
sol,heldout-single-768,last_token_latency_ms,ms,40,40,5185.208202075,5185.208202075,29.744588000000004,-99.42635692067105,99.42634575534213,99.42635692067107,-99.4271527353175,-99.42555293802991
sol,heldout-single-768,exact_itl_ms,ms,40,40,155.9138934217742,155.9138934217742,0.5403601290322582,-99.65342400399784,99.6534168092497,99.65342400399786,-99.65391879031785,-99.65292021106328
sol,heldout-burst-768,ttft_ms,ms,40,40,411.093695025,411.093695025,19.499791887500002,-95.25660643218716,95.18402645098114,95.25660643218714,-95.42463783954523,-95.06792709325721
sol,heldout-burst-768,average_tpot_ms,ms,40,40,161.9424110794355,161.9424110794355,0.8761839999999996,-99.45895334387099,99.4588285181884,99.45895334387097,-99.46193635339714,-99.45669817099666
sol,heldout-burst-768,output_tokens_per_second,tokens/s,40,40,11.785644080682724,11.785644080682724,1342.2132792249288,11288.544147747387,11292.92694774965,11288.544147747389,11220.795448182533,11358.545534776757
sol,heldout-burst-768,request_latency_ms,ms,40,40,5432.0789049875,5432.0789049875,46.661495887499996,-99.14100113964366,99.14067354468759,99.14100113964365,-99.14624562712336,-99.13587949666261
sol,heldout-burst-768,last_token_latency_ms,ms,40,40,5431.3084384875,5431.3084384875,46.661495887499996,-99.14087928505688,99.1405515984152,99.14087928505687,-99.14612370394376,-99.1357586825572
sol,heldout-burst-768,exact_itl_ms,ms,40,40,161.9424110794355,161.9424110794355,0.8761839999999996,-99.45895334387099,99.4588285181884,99.45895334387097,-99.46193635339714,-99.45669817099666
sol,heterogeneous,ttft_ms,ms,40,40,463.67086240000003,463.67086240000003,20.773166133333334,-95.51984655110532,95.47187542292028,95.51984655110532,-95.63874307227368,-95.37828560169152
sol,heterogeneous,average_tpot_ms,ms,40,40,162.7488646153226,162.7488646153226,0.9299584731182792,-99.42859295804223,99.42847451840998,99.42859295804223,-99.43155598419185,-99.42638093566532
sol,heterogeneous,output_tokens_per_second,tokens/s,40,40,17.425446616840897,17.425446616840897,1888.427675467976,10737.183786399468,10739.941988679015,10737.183786399466,10684.95419248993,10793.033293565006
sol,heterogeneous,request_latency_ms,ms,40,40,5509.9467989,5509.9467989,49.60187879999999,-99.09977572179277,99.0995438206903,99.09977572179278,-99.10452206211616,-99.09538075298659
sol,heterogeneous,last_token_latency_ms,ms,40,40,5508.885665475,5508.885665475,49.60187879999999,-99.09960231865288,99.09937016934455,99.09960231865288,-99.10434966061135,-99.09520359710278
sol,heterogeneous,exact_itl_ms,ms,40,40,162.7488646153226,162.7488646153226,0.9299584731182792,-99.42859295804223,99.42847451840998,99.42859295804223,-99.43155598419185,-99.42638093566532
sol,prefix-cold-control,ttft_ms,ms,40,40,351.3563566,351.3563566,12.993424000000001,-96.3019243124745,96.30178114307445,96.3019243124745,-96.30933224215835,-96.29511112388025
sol,prefix-cold-control,average_tpot_ms,ms,40,40,155.8101294,155.8101294,0.540357,-99.65319520490688,99.6531846749331,99.65319520490688,-99.65380153250648,-99.65262237581308
sol,prefix-cold-control,output_tokens_per_second,tokens/s,40,40,5.9505933733381955,5.9505933733381955,745.2192603525974,12423.444530617295,12423.770276829355,12423.444530617295,12403.80526086148,12444.597061250475
sol,prefix-cold-control,request_latency_ms,ms,40,40,2688.875837425,2688.875837425,21.098779,-99.21533085662277,99.2153109093567,99.21533085662277,-99.21658923420078,-99.21415751045312
sol,prefix-cold-control,last_token_latency_ms,ms,40,40,2688.5082976,2688.5082976,21.098779,-99.21522358629747,99.21520365148423,99.21522358629747,-99.21648188692663,-99.21405000956881
sol,prefix-cold-control,exact_itl_ms,ms,40,40,155.8101294,155.8101294,0.540357,-99.65319520490688,99.6531846749331,99.65319520490688,-99.65380153250648,-99.65262237581308
sol,prefix-reuse-B,ttft_ms,ms,40,40,345.899908475,345.899908475,10.630676999999991,-96.92666093874716,96.9265202344306,96.92666093874718,-96.93359918778694,-96.92053858046428
sol,prefix-reuse-B,average_tpot_ms,ms,40,40,156.87789365333333,156.87789365333333,0.5403569999999718,-99.65555567619103,99.65533033011093,99.65555567619104,-99.65877813511993,-99.6536710598667
sol,prefix-reuse-B,output_tokens_per_second,tokens/s,40,40,5.930160978113707,5.930160978113707,837.7499656928026,14026.93464451749,14034.067076904954,14026.93464451749,13966.181701516782,14131.409575779137
sol,prefix-reuse-B,request_latency_ms,ms,40,40,2699.435448325,2699.435448325,18.736031999999568,-99.30592776309486,99.30557696343071,99.30592776309486,-99.31158540454292,-99.30258434134775
sol,prefix-reuse-B,last_token_latency_ms,ms,40,40,2699.068313275,2699.068313275,18.736031999999568,-99.30583335338906,99.30548244839055,99.30583335338906,-99.31149224953174,-99.30248823786512
sol,prefix-reuse-B,exact_itl_ms,ms,40,40,156.87789365333333,156.87789365333333,0.5403569999999718,-99.65555567619103,99.65533033011093,99.65555567619104,-99.65877813511993,-99.6536710598667
sol,engram-repeated-text,ttft_ms,ms,40,40,401.7022476,401.7022476,16.08341695,-95.99618447591678,95.9301440861338,95.99618447591679,-96.14874184176847,-95.82992040972722
sol,engram-repeated-text,average_tpot_ms,ms,40,40,161.70488252661292,161.70488252661292,0.8273315322580644,-99.48836947942998,99.48826294884944,99.48836947942998,-99.49086690870853,-99.4862591729219
sol,engram-repeated-text,output_tokens_per_second,tokens/s,40,40,11.822310618771601,11.822310618771601,1500.272533236066,12590.180300743545,12595.203491076245,12590.180300743545,12513.042719950898,12666.915324767433
sol,engram-repeated-text,request_latency_ms,ms,40,40,5415.295548875,5415.295548875,41.73069445,-99.22939211584362,99.22908777950555,99.22939211584362,-99.23403256990129,-99.22466285524771
sol,engram-repeated-text,last_token_latency_ms,ms,40,40,5414.553605925,5414.553605925,41.73069445,-99.2292865213425,99.2289822108864,99.22928652134249,-99.2339266440585,-99.2245567123084
sol,engram-repeated-text,exact_itl_ms,ms,40,40,161.70488252661292,161.70488252661292,0.8273315322580644,-99.48836947942998,99.48826294884944,99.48836947942998,-99.49086690870853,-99.4862591729219
sol,engram-distinct-text,ttft_ms,ms,40,40,395.2321073875,395.2321073875,16.623119375,-95.794086800063,95.72721637799776,95.79408680006301,-95.96007380787377,-95.61730742935949
sol,engram-distinct-text,average_tpot_ms,ms,40,40,161.77263632379032,161.77263632379032,0.8447757903225803,-99.47780056657311,99.47758370479765,99.47780056657311,-99.48160081987938,-99.47482810338599
sol,engram-distinct-text,output_tokens_per_second,tokens/s,40,40,11.834641707577067,11.834641707577067,1463.3648590087334,12265.096427649532,12272.725564837936,12265.09642764953,12176.761770240655,12367.220726929148
sol,engram-distinct-text,request_latency_ms,ms,40,40,5410.8734511,5410.8734511,42.81116887499999,-99.20879375091842,99.20830326120115,99.2087937509184,-99.2156159900062,-99.20284784396546
sol,engram-distinct-text,last_token_latency_ms,ms,40,40,5410.183833425,5410.183833425,42.81116887499999,-99.20869289855723,99.20820230918673,99.20869289855723,-99.2155148751574,-99.20274684269741
sol,engram-distinct-text,exact_itl_ms,ms,40,40,161.77263632379032,161.77263632379032,0.8447757903225803,-99.47780056657311,99.47758370479765,99.47780056657311,-99.48160081987938,-99.47482810338599
