source_analysis,purpose,metric,estimand,independent_trials,low,high,bootstrap_seed,bootstrap_resamples,interval_available
e2e_paired,prefix-cold-control,ttft_ms,paired_ratio_error_percent,30,665.3907365351466,670.1534049750696,94051000,5000,True
e2e_paired,prefix-reuse-B,average_tpot_ms,observed_mean,30,145.48649428966667,146.1868605958889,94051000,5000,True
e2e_paired,prefix-reuse-B,average_tpot_ms,paired_ratio_error_percent,30,436.6759823707941,439.2595196073349,94051000,5000,True
e2e_paired,prefix-reuse-B,exact_itl_ms,observed_mean,30,145.48649428966667,146.1868605958889,94051000,5000,True
e2e_paired,prefix-reuse-B,exact_itl_ms,paired_ratio_error_percent,30,436.6759823707941,439.2595196073349,94051000,5000,True
e2e_paired,prefix-reuse-B,last_token_latency_ms,observed_mean,30,2349.2845191875,2374.1436786074996,94051000,5000,True
e2e_paired,prefix-reuse-B,last_token_latency_ms,paired_ratio_error_percent,30,502.65051311142946,509.09375272966633,94051000,5000,True
e2e_paired,prefix-reuse-B,output_tokens_per_second,observed_mean,30,6.7406442665232325,6.809615283201876,94051000,5000,True
e2e_paired,prefix-reuse-B,output_tokens_per_second,paired_ratio_error_percent,30,-83.58041267597001,-83.4110322952996,94051000,5000,True
e2e_paired,prefix-reuse-B,request_latency_ms,observed_mean,30,2349.742803654167,2374.620976875,94051000,5000,True
e2e_paired,prefix-reuse-B,request_latency_ms,paired_ratio_error_percent,30,502.5330215030798,508.9760412522669,94051000,5000,True
e2e_paired,prefix-reuse-B,ttft_ms,observed_mean,30,165.21300967583335,184.85592678749998,94051000,5000,True
e2e_paired,prefix-reuse-B,ttft_ms,paired_ratio_error_percent,30,1273.6773803857336,1438.0475695603793,94051000,5000,True
e2e_paired,short,average_tpot_ms,observed_mean,30,142.44683228238097,143.27037905619048,94051000,5000,True
e2e_paired,short,average_tpot_ms,paired_ratio_error_percent,30,442.99693746631556,446.13623771520736,94051000,5000,True
e2e_paired,short,exact_itl_ms,observed_mean,30,142.44683228238097,143.27037905619048,94051000,5000,True
e2e_paired,short,exact_itl_ms,paired_ratio_error_percent,30,442.99693746631556,446.13623771520736,94051000,5000,True
e2e_paired,short,last_token_latency_ms,observed_mean,30,1158.1319908241667,1192.4541701024998,94051000,5000,True
e2e_paired,short,last_token_latency_ms,paired_ratio_error_percent,30,494.2138437002289,511.82385204277875,94051000,5000,True
e2e_paired,short,output_tokens_per_second,observed_mean,30,6.738598232963985,6.9057478883101275,94051000,5000,True
e2e_paired,short,output_tokens_per_second,paired_ratio_error_percent,30,-83.65155699592356,-83.2460633539966,94051000,5000,True
e2e_paired,short,request_latency_ms,observed_mean,30,1158.5219990175,1192.8457259841668,94051000,5000,True
e2e_paired,short,request_latency_ms,paired_ratio_error_percent,30,494.0187908595152,511.6178858934896,94051000,5000,True
e2e_paired,short,ttft_ms,observed_mean,30,160.262589155,190.59277785166665,94051000,5000,True
e2e_paired,short,ttft_ms,paired_ratio_error_percent,30,760.5002678944941,923.3525944185694,94051000,5000,True
native_whole_trial,boundary-127,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,421.8583314176388,424.4198660476486,94051000,5000,True
native_whole_trial,boundary-127,native_forward_interval_ms,interval_mape_percent,30,421.77872138099565,424.3333318349788,94051000,5000,True
native_whole_trial,boundary-127,native_forward_interval_ms,interval_wape_percent,30,421.8393992466053,424.40033039748243,94051000,5000,True
native_whole_trial,boundary-128,native_forward_interval_ms,mean_trial_total_forward_signed_error_percent,30,419.8891298139666,422.37446652354555,94051000,5000,True
native_whole_trial,boundary-128,native_forward_interval_ms,interval_mape_percent,30,419.97673068896535,422.4612133426526,94051000,5000,True
native_whole_trial,boundary-128,native_forward_interval_ms,interval_wape_percent,30,419.8711055495635,422.3460929032438,94051000,5000,True
