scope,purpose,metric,coverage_unit,observed_points,predicted_points,observed_mean_supported,predicted_mean_supported,mape_percent,wape_percent
main,heterogeneous,output_tokens_per_second,scenario whole-trial cohorts,30,30,10.22456260916376,1.8588694280566918,81.81789096578714,81.81957019471248
main,heterogeneous,request_latency_ms,scenario whole-trial cohorts,30,30,6347.1777353,34739.771260244444,447.4379232224196,447.3262717544252
main,heterogeneous,last_token_latency_ms,scenario whole-trial cohorts,30,30,6346.562840377777,34739.771260244444,447.4911319097543,447.37930016582914
main,heterogeneous,native_forward_interval_ms,correlated native intervals,1941,1941,144.96771588087626,769.3019017215511,430.8886146436792,430.67118913131424
main,prefix-cold-control,ttft_ms,scenario whole-trial cohorts,30,30,314.2469046333333,2413.007717,667.9287494853909,667.8700033069612
main,prefix-cold-control,average_tpot_ms,scenario whole-trial cohorts,30,30,145.81373753333332,784.5497702,438.07601923016745,438.04928360789756
main,prefix-cold-control,exact_itl_ms,scenario whole-trial cohorts,30,30,145.81373753333332,784.5497702,438.07601923016745,438.04928360789756
main,prefix-cold-control,output_tokens_per_second,scenario whole-trial cohorts,30,30,6.394893361353769,1.1282148395788385,82.356766955666,82.35756601670681
main,prefix-cold-control,request_latency_ms,scenario whole-trial cohorts,30,30,2502.1097026666666,14181.254270000001,466.7975549180799,466.7718827390376
main,prefix-cold-control,last_token_latency_ms,scenario whole-trial cohorts,30,30,2501.452967633333,14181.254270000001,466.9461822505007,466.92068383828644
main,prefix-cold-control,native_forward_interval_ms,correlated native intervals,510,510,146.58244372181156,788.0072528269011,437.6326223627544,437.58637993674347
main,prefix-reuse-B,ttft_ms,scenario whole-trial cohorts,30,30,172.6192405,2540.119811633333,1397.2983927114667,1371.5160397391119
main,prefix-reuse-B,average_tpot_ms,scenario whole-trial cohorts,30,30,145.83892494666668,784.5497702000001,437.98170135220124,437.95635869292795
main,prefix-reuse-B,exact_itl_ms,scenario whole-trial cohorts,30,30,145.83892494666668,784.5497702000001,437.98170135220124,437.95635869292795
main,prefix-reuse-B,output_tokens_per_second,scenario whole-trial cohorts,30,30,6.779199275167692,1.1181937655176315,83.5019565767983,83.50551857040709
main,prefix-reuse-B,request_latency_ms,scenario whole-trial cohorts,30,30,2360.666972666667,14308.366364633335,506.2462891758182,506.11541273313355
main,prefix-reuse-B,last_token_latency_ms,scenario whole-trial cohorts,30,30,2360.2031147,14308.366364633335,506.3654040417948,506.2345344566685
main,prefix-reuse-B,native_forward_interval_ms,correlated native intervals,480,480,146.5137117843066,789.8140235096776,439.0715787153905,439.071745498073
main,short,ttft_ms,scenario whole-trial cohorts,30,30,170.5885279,1640.0513640000001,898.0349358593586,861.4077711963184
main,short,average_tpot_ms,scenario whole-trial cohorts,30,30,142.8495763,777.9537705714284,444.6304972557278,444.59648444293526
main,short,exact_itl_ms,scenario whole-trial cohorts,30,30,142.8495763,777.9537705714284,444.63049725572785,444.59648444293526
main,short,output_tokens_per_second,scenario whole-trial cohorts,30,30,6.844373559466376,1.128981114511049,83.47558816299441,83.50497522231865
main,short,request_latency_ms,scenario whole-trial cohorts,30,30,1170.9258017333334,7085.727757999999,506.21709645540204,505.1389206310874
main,short,last_token_latency_ms,scenario whole-trial cohorts,30,30,1170.535562,7085.727757999999,506.4199006832179,505.34066525011735
main,short,native_forward_interval_ms,correlated native intervals,240,240,144.0655925728303,788.4741485304403,447.22237683575895,447.302193708632
