scope,mode,purpose,metric,planned_points,predicted_points,observed_mean_supported,predicted_mean_supported,mape_percent,wape_percent,weighting
field-on,HYBRID,,average_tpot_ms,120,120,159.45511772551075,150.91505756263442,5.310431633536976,5.355776775742854,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,HYBRID,,exact_itl_ms,120,120,159.45511772551075,150.91505756263442,5.310431633536977,5.355776775742854,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,HYBRID,,output_tokens_per_second,120,120,8.920352263292186,9.17280118659931,4.114740821881193,3.3407076026314204,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,HYBRID,,request_latency_ms,120,120,4689.344376058333,4505.113870625,4.140875753925957,3.9287049672429792,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,HYBRID,,last_token_latency_ms,120,120,4688.815432645833,4505.113870625,4.129912026506671,3.9178672024881314,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,HYBRID,,native_forward_interval_ms,3503,3503,157.30662661200415,151.6544428002161,3.9469219358026733,4.379916745514493,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-on,SILICON,,ttft_ms,120,120,372.2376032083333,416.25750725,16.7851268764523,16.940561489442135,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,average_tpot_ms,120,120,159.45511772551075,150.91505756263442,5.310431633536976,5.355776775742854,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,exact_itl_ms,120,120,159.45511772551075,150.91505756263442,5.310431633536977,5.355776775742854,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,output_tokens_per_second,120,120,8.920352263292186,9.17280118659931,4.114740821881193,3.3407076026314204,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,request_latency_ms,120,120,4689.344376058333,4505.113870625,4.140875753925957,3.9287049672429792,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,last_token_latency_ms,120,120,4688.815432645833,4505.113870625,4.129912026506671,3.9178672024881314,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-on,SILICON,,native_forward_interval_ms,3503,3503,157.30662661200415,151.6544428002161,3.9469219358026733,4.379916745514493,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SOL,boundary-129,ttft_ms,30,30,344.66099876666664,9.933473000000001,97.117394595001,97.11790047741233,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,average_tpot_ms,30,30,155.62532470444444,0.5459962666666671,99.64886419528263,99.6491597574472,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,exact_itl_ms,30,30,155.62532470444444,0.5459962666666671,99.64886419528263,99.6491597574472,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,output_tokens_per_second,30,30,5.975436240874562,867.8848919015004,14433.688428786381,14424.209729907136,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,request_latency_ms,30,30,2679.3904094,18.123417000000007,99.32315423281074,99.32359924345411,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,last_token_latency_ms,30,30,2679.0408693333334,18.123417000000007,99.32306599241561,99.32351099203241,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,boundary-129,native_forward_interval_ms,510,510,154.28835682588465,1.0660843866801482,99.35816213191175,99.30903121362346,MAPE: equal correlated native intervals; WAPE: observed interval latency weighted
field-off,SOL,engram-distinct-text,ttft_ms,30,30,415.8362993833333,16.49249475,95.92339356455872,96.0338972873562,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-distinct-text,average_tpot_ms,30,30,161.0471868091398,0.8494086935483872,99.47236968561235,99.47257154230516,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
field-off,SOL,engram-distinct-text,exact_itl_ms,30,30,161.0471868091398,0.8494086935483872,99.47236968561235,99.47257154230516,MAPE: equal supported HTTP cohort/trial pairs; WAPE: observed-value weighted within this metric
